page_path,selector_context,current_remote_url,proposed_local_path,alt_text
resources/index.html,img:nth-of-type(14),https://images.unsplash.com/photo-1461749280684-dccba630e2f6?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-contenu-web-qui-convertit-services-faq-et-preuves.jpg,Website Redesign Checklist for Canadian SMBs (2025 Edition)
resources/index.html,img:nth-of-type(15),https://images.unsplash.com/photo-1516321318423-f06f85e504b3?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-accessibilite-web-wcag-ameliorations-pratiques.jpg,SPF/DKIM/DMARC Without the Pain
resources/index.html,img:nth-of-type(16),https://images.unsplash.com/photo-1551434678-e076c223a692?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-analytique-utile-ga4-confidentialite-kpi.jpg,"Choosing Hosting in Canada: Performance, Privacy, Compliance"
resources/index.html,img:nth-of-type(17),https://images.unsplash.com/photo-1451187580459-43490279c0fa?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-base-de-connaissances-interne-securisee-drive-sharepoint-rag.jpg,Local SEO for Montreal & Canada-Wide Service Businesses
resources/index.html,img:nth-of-type(18),https://images.unsplash.com/photo-1526374965328-7f61d4dc18c5?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-hygiene-cyber-pour-pme-10-controles-qui-previennent-la-major.jpg,Cyber Hygiene for SMBs: 10 Controls That Prevent Most Incidents
resources/index.html,img:nth-of-type(19),https://images.unsplash.com/photo-1461749280684-dccba630e2f6?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-contenu-web-qui-convertit-services-faq-et-preuves.jpg,"Website Content That Converts: Services, FAQs, Proof"
resources/index.html,img:nth-of-type(2),https://images.unsplash.com/photo-1454165804606-c3d57bc86b40?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/site/site-business-strategy-meeting-in-montreal-office.jpg,CEO's Guide to Choosing an MSP in Canada
resources/index.html,img:nth-of-type(20),https://images.unsplash.com/photo-1516321318423-f06f85e504b3?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-accessibilite-web-wcag-ameliorations-pratiques.jpg,Accessibility Basics (WCAG): Practical Improvements
resources/index.html,img:nth-of-type(21),https://images.unsplash.com/photo-1551434678-e076c223a692?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-analytique-utile-ga4-confidentialite-kpi.jpg,Analytics That Matter: GA4 + privacy + KPIs
resources/index.html,img:nth-of-type(22),https://images.unsplash.com/photo-1451187580459-43490279c0fa?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-base-de-connaissances-interne-securisee-drive-sharepoint-rag.jpg,Performance 101: Core Web Vitals Quick Wins
resources/index.html,img:nth-of-type(23),https://images.unsplash.com/photo-1526374965328-7f61d4dc18c5?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-hygiene-cyber-pour-pme-10-controles-qui-previennent-la-major.jpg,Email Migration Checklist: Microsoft 365 / Google Workspace
resources/index.html,img:nth-of-type(24),https://images.unsplash.com/photo-1461749280684-dccba630e2f6?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-contenu-web-qui-convertit-services-faq-et-preuves.jpg,Backups & Disaster Recovery: What “Good” Looks Like
resources/index.html,img:nth-of-type(3),https://images.unsplash.com/photo-1460925895917-afdab827c52f?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/site/site-website-analytics-dashboard-on-laptop.jpg,What to Fix on Your Website Before Running Ads
resources/index.html,img:nth-of-type(4),https://images.unsplash.com/photo-1563986768494-4dee2763ff3f?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-liste-de-verification-cybersecurite-2026-pour-les-pme-canadi.jpg,2026 Cybersecurity Checklist for Canadian SMBs
resources/index.html,img:nth-of-type(5),https://images.unsplash.com/photo-1516321318423-f06f85e504b3?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-accessibilite-web-wcag-ameliorations-pratiques.jpg,RAG for SMBs: Turn Company Docs into an Answer Engine (Without Leaking Data)
resources/index.html,img:nth-of-type(6),https://images.unsplash.com/photo-1551434678-e076c223a692?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-analytique-utile-ga4-confidentialite-kpi.jpg,"Local AI vs Cloud AI for Business: Cost, Privacy, and When Each Wins"
resources/index.html,img:nth-of-type(7),https://images.unsplash.com/photo-1451187580459-43490279c0fa?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-base-de-connaissances-interne-securisee-drive-sharepoint-rag.jpg,Secure Internal Knowledge Base: Drive/SharePoint + RAG + Permissions
resources/index.html,img:nth-of-type(8),https://images.unsplash.com/photo-1526374965328-7f61d4dc18c5?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-hygiene-cyber-pour-pme-10-controles-qui-previennent-la-major.jpg,"AI for Customer Support: Drafting, Triage, Human-in-the-Loop"
resources/index.html,img:nth-of-type(9),https://images.unsplash.com/photo-1461749280684-dccba630e2f6?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-contenu-web-qui-convertit-services-faq-et-preuves.jpg,"Sales Enablement with AI: Proposals, CRM Notes, Guardrails"
resources/local-seo-montreal-canada-service-businesses/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1451187580459-43490279c0fa?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-base-de-connaissances-interne-securisee-drive-sharepoint-rag.jpg,Local SEO for Montreal & Canada-Wide Service Businesses
resources/local-vs-cloud-ai-for-business/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1551434678-e076c223a692?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-analytique-utile-ga4-confidentialite-kpi.jpg,"Local AI vs Cloud AI for Business: Cost, Privacy, and When Each Wins"
resources/managed-website-maintenance-whats-included/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1526374965328-7f61d4dc18c5?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-hygiene-cyber-pour-pme-10-controles-qui-previennent-la-major.jpg,Managed Website Maintenance: What’s Included
resources/openclaw-ai-assistance-business-speed/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1485827404703-89b55fcc595e?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/site/site-concept-d-assistance-ia-avec-robot-et-ordinateur-portable.jpg,How OpenClaw + AI Assistance Helps Businesses Move Faster
resources/performance-101-core-web-vitals-quick-wins/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1451187580459-43490279c0fa?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-base-de-connaissances-interne-securisee-drive-sharepoint-rag.jpg,Performance 101: Core Web Vitals Quick Wins
resources/rag-answer-engine-smb-no-data-leak/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1516321318423-f06f85e504b3?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-accessibilite-web-wcag-ameliorations-pratiques.jpg,RAG for SMBs: Turn Company Docs into an Answer Engine (Without Leaking Data)
resources/sales-enablement-ai-proposals-crm-guardrails/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1461749280684-dccba630e2f6?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-contenu-web-qui-convertit-services-faq-et-preuves.jpg,"Sales Enablement with AI: Proposals, CRM Notes, Guardrails"
resources/secure-internal-knowledge-base-rag-permissions/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1451187580459-43490279c0fa?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-base-de-connaissances-interne-securisee-drive-sharepoint-rag.jpg,Secure Internal Knowledge Base: Drive/SharePoint + RAG + Permissions
resources/spf-dkim-dmarc-without-pain/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1516321318423-f06f85e504b3?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-accessibilite-web-wcag-ameliorations-pratiques.jpg,SPF/DKIM/DMARC Without the Pain
resources/team-prompt-library-reusable-prompts/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1551434678-e076c223a692?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-analytique-utile-ga4-confidentialite-kpi.jpg,"Team Prompt Library: Reusable Prompts for Marketing, Ops, Support"
resources/website-content-that-converts/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1461749280684-dccba630e2f6?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-contenu-web-qui-convertit-services-faq-et-preuves.jpg,"Website Content That Converts: Services, FAQs, Proof"
resources/website-fixes-before-running-ads/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1460925895917-afdab827c52f?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/site/site-website-analytics-dashboard-on-laptop.jpg,What to Fix on Your Website Before Running Ads
resources/website-redesign-checklist-canadian-smb-2025/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1461749280684-dccba630e2f6?ixlib=rb-4.0.3&auto=format&fit=crop&w=800&q=80,assets/images/resources/resources-contenu-web-qui-convertit-services-faq-et-preuves.jpg,Website Redesign Checklist for Canadian SMBs (2025 Edition)
services/ai-implementation/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1521737604893-d14cc237f11d?ixlib=rb-4.0.3&auto=format&fit=crop&w=1200&q=80,assets/images/services/services-equipe-en-reunion-qui-planifie-l-implantation-de-flux-ia-en-.jpg,Team reviewing AI workflow rollout on office laptops
services/cloud-infrastructure/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1451187580459-43490279c0fa?ixlib=rb-4.0.3&auto=format&fit=crop&w=1200&q=80,assets/images/services/services-cloud-infrastructure.jpg,Cloud Infrastructure
services/cybersecurity/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1563986768609-322da13575f3?ixlib=rb-4.0.3&auto=format&fit=crop&w=1200&q=80,assets/images/services/services-cybersecurity-monitoring-center.jpg,Cybersecurity Monitoring Center
services/it-consulting/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1552664730-d307ca884978?ixlib=rb-4.0.3&auto=format&fit=crop&w=1200&q=80,assets/images/services/services-it-strategy-meeting.jpg,IT Strategy Meeting
services/managed-it/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1553877522-43269d4ea984?ixlib=rb-4.0.3&auto=format&fit=crop&w=1200&q=80,assets/images/services/services-it-support-montreal.jpg,IT Support Montreal
services/web-design/index.html,img:nth-of-type(1),https://images.unsplash.com/photo-1467232004584-a241de8bcf5d?ixlib=rb-4.0.3&auto=format&fit=crop&w=1200&q=80,assets/images/services/services-web-design-workspace.jpg,Web design workspace
